,Census_tract,Value_count,change_median,zestimate_median
615,13121003800,60,1.8041254707585574,300450.0
616,13121003900,36,2.3890975332693745,232300.0
617,13121004100,111,1.6009019165727172,406000.0
618,13121004200,42,2.0775343575462006,431800.0
619,13121004900,68,2.4762520541307387,629500.0
620,13121005000,216,2.636057890156615,631650.0
621,13121005200,249,2.0389303482587064,587600.0
622,13121005300,230,2.3192437861593023,658050.0
623,13121005501,108,1.6007218059375892,402650.0
624,13121005504,142,1.4172260753767083,271900.0
625,13121005700,51,0.6126082771896054,297500.0
626,13121005800,80,1.5157952099934882,392450.0
627,13121006100,25,1.5306980656013456,296700.0
628,13121006200,12,0.02986537361040359,337350.0
629,13121006300,149,0.5651998385143319,275600.0
630,13121006400,113,2.0533227218463987,401200.0
631,13121006500,111,0.6763664962642548,272500.0
632,13121006601,189,0.8272076372315036,302700.0
633,13121006602,122,-0.46052637994585566,251850.0
634,13121006701,68,1.1048340703987345,165000.0
635,13121006702,76,1.493917926826235,255550.0
636,13121006802,28,1.949658465007565,225650.0
637,13121006900,162,1.1357016423562099,278800.0
638,13121007001,481,1.7794452023647112,192700.0
639,13121007002,343,0.7596545934276805,195600.0
640,13121007100,309,1.6944091486658197,186700.0
641,13121007200,564,1.1866401642103415,188000.0
642,13121007301,135,1.0815525512429132,255600.0
643,13121007302,190,1.0593433553515355,191150.0
644,13121007400,113,1.9328493647912883,227500.0
645,13121007703,237,1.5180132913606157,302500.0
646,13121007705,213,0.8313651393481342,279400.0
647,13121007707,321,1.61520825372564,344800.0
648,13121007708,124,1.8653411513537135,226950.0
649,13121007709,190,1.0971461920473695,317350.0
650,13121007710,199,1.044280442804428,230300.0
651,13121007711,54,1.6356108836581469,206800.0
652,13121007805,464,1.212714964498088,229750.0
653,13121007806,252,0.7887842459188603,215800.0
654,13121007807,21,1.1221719457013577,182600.0
655,13121007808,3,-0.1763888888888888,120700.0
656,13121007809,535,1.812844036697248,300700.0
657,13121007810,331,1.298809523809524,302300.0
658,13121007900,504,1.3988505467702268,335100.0
659,13121008000,288,1.4081673849158287,280550.0
660,13121008103,50,0.9890008492109367,268750.0
661,13121008104,256,1.3503964325749562,295000.0
662,13121008202,450,0.34844057734757344,169750.0
663,13121008203,166,2.1851853418798965,266350.0
664,13121008204,399,1.1304347826086958,236400.0
665,13121008301,230,1.9128237486436759,201750.0
666,13121008302,174,2.083033582768625,210450.0
667,13121008500,204,2.436805975656638,254600.0
668,13121008601,236,1.8969438360899118,215600.0
669,13121008602,161,1.880689655172414,216600.0
670,13121008701,496,2.3223690932904795,215050.0
671,13121008702,10,2.1906628719427377,254250.0
672,13121008801,172,1.5143132665764436,507300.0
673,13121008903,167,1.7304742970746947,371400.0
674,13121008905,94,1.778760761612989,597800.0
675,13121008906,272,2.668584749558481,742650.0
676,13121008907,30,2.222714873915338,681750.0
677,13121008908,31,1.9405940594059403,600700.0
678,13121009001,234,2.356697859363966,828000.0
679,13121009103,12,1.2630974426673467,514450.0
680,13121009105,15,2.9618482718219097,1013700.0
681,13121009201,26,1.5294899300131675,514200.0
682,13121009301,75,2.7128743923474987,724500.0
683,13121009302,33,2.7924399795675123,587300.0
684,13121009407,29,1.5239095315024231,637000.0
685,13121009409,49,1.2857623695725346,295500.0
686,13121009411,10,1.8372130221098213,795500.0
687,13121009504,37,2.5600400266844563,1611500.0
688,13121009604,166,2.2466332583918023,1165400.0
689,13121009605,4,0.9277235584996534,438650.0
690,13121009700,523,2.489213408562894,1701000.0
691,13121009802,667,2.894033837934105,1755600.0
692,13121009803,196,2.2897179004255896,1074550.0
693,13121009804,242,2.173254556870627,1593150.0
694,13121009900,318,1.9051866622886469,2066300.0
695,13121010003,84,2.9911858162132297,935800.0
696,13121010004,253,2.687074829931973,1132600.0
697,13121010005,491,2.7252272522725227,1020500.0
698,13121010007,63,2.8427631578947365,1561000.0
699,13121010106,669,2.388399485301396,825500.0
700,13121010107,415,2.699096257657548,952400.0
701,13121010108,555,2.5729703213146924,852000.0
702,13121010115,188,3.1841702097035967,1018550.0
703,13121010117,120,1.942602328471555,558350.0
704,13121010120,39,1.2964959568733154,257700.0
705,13121010121,3,-0.3053571428571428,267100.0
706,13121010124,1,1.3846673421141509,296100.0
707,13121010125,31,1.7757541263517358,333800.0
708,13121010126,24,1.869748891882984,568200.0
709,13121010127,127,1.9217046580773045,677100.0
710,13121010130,29,2.1213221939702143,546100.0
711,13121010131,58,1.9504298413693222,749650.0
712,13121010132,107,2.7548209366391188,568100.0
713,13121010133,238,2.2424650800673507,775750.0
714,13121010134,56,1.6070944003100442,477650.0
715,13121010135,105,2.1480530594779634,694400.0
716,13121010136,30,2.1550785383847244,691050.0
717,13121010137,30,2.238751881890809,374250.0
718,13121010204,50,3.4201037687414617,1534600.0
719,13121010211,192,2.777980758817914,1434500.0
720,13121010212,249,2.387843137254902,1189300.0
721,13121010213,25,1.3109098749460977,247000.0
722,13121010215,205,2.997032640949555,887900.0
723,13121010216,9,3.1782458346431937,666900.0
724,13121010217,134,2.8630671071001053,714450.0
725,13121010218,104,2.1666806729126016,768950.0
726,13121010219,98,1.6159282093875116,425300.0
727,13121010220,335,2.9484675694939417,879700.0
728,13121010221,8,2.0595200698856386,556750.0
729,13121010222,298,2.6725846370299706,1350350.0
730,13121010223,454,2.3743291611076627,1485300.0
731,13121010305,454,1.7147551858536296,293500.0
732,13121010306,1011,1.4304418985270049,444100.0
733,13121010307,426,1.2651536834851038,342300.0
734,13121010308,1025,1.3516463189049204,421100.0
735,13121010309,985,1.3749114103472715,366400.0
736,13121010310,417,1.2547537786445635,415300.0
737,13121010311,679,1.394700139470014,382900.0
738,13121010312,293,1.6302360195619818,343400.0
739,13121010313,504,1.5287736100104303,424750.0
740,13121010314,268,1.0989266663423967,335300.0
741,13121010315,567,1.1223522853957637,346100.0
742,13121010401,924,2.15850881440017,274200.0
743,13121010402,1415,2.432289034866094,393100.0
744,13121010508,209,1.2822405557967869,233200.0
745,13121010517,153,1.1655629139072847,269000.0
746,13121010519,899,1.1884550084889642,350700.0
747,13121010520,414,1.2429114225909643,349500.0
748,13121010521,313,0.9703247480403135,220100.0
749,13121010522,256,1.328248705317671,197650.0
750,13121010523,174,1.1164191408293083,248750.0
751,13121010524,129,1.2626358053849789,200700.0
752,13121010525,4,1.193887214330156,213850.0
753,13121010526,970,1.1917245881003073,304750.0
754,13121010527,473,1.3165905631659056,219100.0
755,13121010528,397,1.4724946695095948,245600.0
756,13121010529,294,1.3698972317252296,272400.0
757,13121010530,375,1.3958192852326363,265300.0
758,13121010532,328,1.0955874030554251,243450.0
759,13121010533,489,0.9689922480620154,315500.0
760,13121010534,315,1.3735849056603773,269700.0
761,13121010535,394,1.1811118941307441,319950.0
762,13121010536,698,1.185996330720943,378450.0
763,13121010537,322,1.37271849923189,288800.0
764,13121010538,327,1.1626139817629175,299300.0
765,13121010539,112,0.9742146173864235,337350.0
766,13121010540,242,1.4478316110683502,305150.0
767,13121010601,291,2.3690621193666264,356700.0
768,13121010603,132,1.6096522413945302,406700.0
769,13121010604,385,1.8305328852616416,242800.0
770,13121010801,231,1.3003095975232195,341200.0
771,13121010802,410,1.6528000633938944,282850.0
772,13121011000,169,-0.345989926385122,227800.0
773,13121011100,180,1.3360935368436815,286000.0
774,13121011202,99,1.4417379855167871,296400.0
775,13121011203,300,1.5550348101135572,250400.0
776,13121011204,45,1.5216632742076184,227300.0
777,13121011301,513,0.9503441494591937,252300.0
778,13121011306,246,1.5884398703301543,237350.0
779,13121011307,292,1.4730073800738008,244700.0
780,13121011308,111,1.4774132192106515,237200.0
781,13121011309,477,1.115727002967359,293300.0
782,13121011310,351,1.3875123885034688,266600.0
783,13121011416,153,1.9984945427173504,557000.0
784,13121011417,488,1.8239392128467828,570300.0
785,13121011419,456,1.8967132886993339,530050.0
786,13121011421,130,1.9051589985918105,291050.0
787,13121011422,285,2.35716621253406,755400.0
788,13121011423,605,2.067403001982441,569900.0
789,13121011424,136,2.3749158024926267,617100.0
790,13121011426,396,2.166248306853289,460300.0
791,13121011428,227,1.881498597128239,771800.0
792,13121011429,322,2.253900939616651,421400.0
793,13121011430,180,1.4487645466109194,250900.0
794,13121011431,146,1.9122073815756346,366150.0
795,13121011432,137,1.908272813388064,521300.0
796,13121011433,148,2.344934180176618,648750.0
797,13121011434,251,1.6989268292682929,513700.0
798,13121011435,171,1.973025422084223,510300.0
799,13121011436,376,2.09496796698268,576300.0
800,13121011437,254,2.1542156362504494,488050.0
801,13121011438,420,1.8774722020014605,553000.0
802,13121011439,201,2.511424219345012,607700.0
803,13121011440,104,2.5332376331422606,779550.0
804,13121011441,88,1.8026360141054312,516050.0
805,13121011442,26,2.0399074665848618,588800.0
806,13121011443,323,2.4405191059841385,1047000.0
807,13121011444,742,2.5921729069978134,1107050.0
808,13121011445,175,2.586799453231791,582600.0
809,13121011446,501,2.5413186422605296,719100.0
810,13121011505,208,2.313219994806408,764650.0
811,13121011507,1318,2.274853100580466,1201150.0
812,13121011508,1082,2.471469192351118,1046950.0
813,13121011509,303,2.0710194730813285,902400.0
814,13121011510,901,2.264035490286064,845800.0
815,13121011511,351,2.625546988956033,957900.0
816,13121011512,330,2.169601033314783,800600.0
817,13121011513,502,2.0378775173069106,719050.0
818,13121011514,976,2.247286860359462,1064750.0
819,13121011515,369,2.583550604408628,1086700.0
820,13121011612,252,2.0604762064211424,1129450.0
821,13121011618,232,2.5723175137459244,1009250.0
822,13121011624,4,2.390035556014615,878900.0
823,13121011627,275,2.7043182520869835,1100000.0
824,13121011628,274,2.046878530821176,670750.0
825,13121011629,406,2.4002111833739566,740150.0
826,13121011630,252,2.1236684186659374,583400.0
827,13121011631,402,1.9690219375903855,571700.0
828,13121011632,124,1.9656668357074891,615000.0
829,13121011633,305,2.155588872230551,580200.0
830,13121011634,99,1.8284561049445005,491300.0
831,13121011635,262,1.790885433018959,624250.0
832,13121011638,155,2.1496317585773306,557800.0
833,13121011640,16,2.14667908107564,358500.0
834,13121011641,390,2.482172125094256,1011850.0
835,13121011642,39,2.139020979020979,366600.0
836,13121011643,117,1.87831623629289,521200.0
837,13121011644,219,1.4475510608764623,469200.0
838,13121011645,71,1.7952491608572163,448700.0
839,13121011646,45,1.733887138355772,346800.0
840,13121011647,231,2.307969707897584,547400.0
841,13121011648,193,2.003049665988963,684000.0
842,13121011649,347,1.987246032923031,779000.0
843,13121011650,274,2.472604055952599,792150.0
844,13121011651,94,2.5128692777295534,696100.0
845,13121011652,198,2.7427353894182875,720250.0
846,13121011653,21,2.565256181493755,676800.0
847,13121011654,124,2.8342421202193213,810400.0
848,13121011655,266,2.6457041007882642,732650.0
849,13121011656,587,2.493977610882812,776100.0
850,13121011657,176,2.146160042284894,600700.0
851,13121011658,258,1.7352515853567585,535200.0
852,13121011659,362,2.283417139711803,790300.0
853,13121011660,142,1.8862232749756411,473900.0
854,13121011661,523,2.5321467490010896,883300.0
855,13121011901,2,1.9111109415753602,446100.0
856,13121011902,23,1.9584954604409857,523100.0
857,13121012000,35,1.394990366088632,356500.0
858,13121012300,487,1.669301296237749,368700.0
859,13135050105,634,2.376108483294925,309600.0
860,13135050110,685,1.74625468164794,451000.0
861,13135050111,237,2.25260029717682,350700.0
862,13135050112,70,1.6551129768242403,281900.0
863,13135050113,386,1.7170300015718207,395850.0
864,13135050114,242,1.5794505825067755,400650.0
865,13135050115,244,1.8785712434795814,521750.0
866,13135050116,1285,1.8222868707310904,665700.0
867,13135050117,118,1.4931553570947695,575350.0
868,13135050118,25,1.458034321372855,354100.0
869,13135050119,366,1.7456695312236712,364850.0
870,13135050120,522,1.5945557003662538,488850.0
871,13135050121,350,1.5458397220617095,447550.0
872,13135050205,83,2.236898167873881,393500.0
873,13135050215,1,2.05943730203093,536700.0
874,13135050218,537,1.971383147853736,342800.0
875,13135050219,619,1.700662251655629,371900.0
876,13135050221,163,1.6530746464978625,329200.0
877,13135050222,190,1.9820495230918,308850.0
878,13135050223,152,1.5771535086456603,479300.0
879,13135050224,480,1.7134965000844513,560200.0
880,13135050225,333,1.487639466199956,406400.0
881,13135050226,267,1.4539877300613495,371800.0
882,13135050227,205,2.176403207331042,594000.0
883,13135050228,87,1.754292147481002,334800.0
884,13135050229,1,3.5293066476054324,1119200.0
885,13135050230,25,1.74017401740174,328800.0
886,13135050231,455,1.8421672555948168,522100.0
887,13135050232,521,1.7153359199509906,506600.0
888,13135050233,254,1.7830347580389037,517200.0
889,13135050234,119,1.7374206155349292,422900.0
890,13135050235,443,1.5746133761799557,514300.0
891,13135050236,73,1.7376198710894513,626900.0
892,13135050237,255,1.8925619834710743,476800.0
893,13135050238,273,1.5195752719692528,1314800.0
894,13135050239,418,1.6370400928981788,612700.0
895,13135050241,326,1.6548261394176065,455700.0
896,13135050242,167,2.314540059347181,530800.0
897,13135050243,970,2.0420904298014264,651650.0
898,13135050244,356,2.134885101130405,645950.0
899,13135050306,650,1.9600525412628196,283350.0
900,13135050308,271,2.182078640584865,910400.0
901,13135050311,489,1.9855588112180824,496000.0
902,13135050315,181,2.21868787276342,477600.0
903,13135050317,105,1.992993382639159,230200.0
904,13135050321,745,2.307000152508769,640900.0
905,13135050322,180,2.137318052591571,480200.0
906,13135050323,591,2.1929852658552207,603000.0
907,13135050324,91,1.471403376165281,402700.0
908,13135050325,316,1.6907966780048647,336550.0
909,13135050326,229,1.903940084662976,333300.0
910,13135050327,15,2.0560747663551404,348800.0
911,13135050328,126,2.2036797653051345,313650.0
912,13135050330,188,1.841835391157253,316050.0
913,13135050331,216,1.804558016193057,382450.0
914,13135050332,102,2.6911706577634504,263050.0
915,13135050333,244,1.7107333302070142,333400.0
916,13135050334,189,2.0685396727384995,333100.0
917,13135050335,110,1.6150355320132141,348550.0
918,13135050336,199,1.791762540266912,415200.0
919,13135050415,486,1.31807231631552,389300.0
920,13135050416,454,1.693277214164767,294800.0
921,13135050425,476,1.6587607548922119,404250.0
922,13135050427,555,1.6176470588235297,427700.0
923,13135050430,261,1.824130879345603,332900.0
924,13135050433,2,2.03697440044157,484600.0
925,13135050435,292,1.7220184299131667,338000.0
926,13135050437,110,2.065851969934717,307750.0
927,13135050438,83,1.888586956521739,310400.0
928,13135050440,243,1.733500717360115,284200.0
929,13135050441,257,1.6219148359099538,385500.0
930,13135050442,170,1.5867791821870902,343050.0
931,13135050444,185,1.5925717501406866,330500.0
932,13135050445,93,2.0241877256317693,294300.0
933,13135050446,66,1.5362364194922988,404500.0
934,13135050449,308,1.8392407186686088,311100.0
935,13135050450,129,1.914449818621524,323600.0
936,13135050451,65,1.3122807017543858,274300.0
937,13135050452,96,2.5028412454010187,307750.0
938,13135050453,220,1.9112882386420345,300000.0
939,13135050454,9,1.3669724770642202,277400.0
940,13135050455,51,1.8954884777669587,287300.0
941,13135050456,136,1.8728017675222532,267850.0
942,13135050457,246,1.5254546746635058,451550.0
943,13135050458,56,1.4913938508705051,414300.0
944,13135050459,372,1.7482365883042368,330100.0
945,13135050460,61,1.7626193724420192,339200.0
946,13135050461,263,1.697626418988648,404600.0
947,13135050462,407,1.509433962264151,469600.0
948,13135050463,111,1.981248894392358,503100.0
949,13135050464,168,1.898633234391335,330950.0
950,13135050465,600,1.7720087776764553,350150.0
951,13135050466,552,1.7260292413356302,384100.0
952,13135050520,403,1.5352819604369647,292300.0
953,13135050521,857,1.340542285345384,341700.0
954,13135050522,309,1.596806387225549,316400.0
955,13135050526,127,1.717485998755445,295200.0
956,13135050528,131,1.4422010206345683,450700.0
957,13135050529,222,1.6119056838844368,384850.0
958,13135050530,157,1.475304682488775,307700.0
959,13135050536,672,1.4278663814062045,334050.0
960,13135050537,18,1.6056205074028909,309100.0
961,13135050539,45,1.5438843849136412,299800.0
962,13135050542,238,1.7301079136177928,314650.0
963,13135050549,382,1.7743247777552318,385850.0
964,13135050550,237,1.4885382554331643,302800.0
965,13135050551,185,1.581302834410741,462500.0
966,13135050552,99,1.6382173638848012,413900.0
967,13135050553,33,1.6394279877425946,529400.0
968,13135050554,276,1.378277926904811,344000.0
969,13135050555,284,1.432209814739421,389950.0
970,13135050556,251,1.5617486338797817,313600.0
971,13135050557,205,1.658586374075019,298600.0
972,13135050558,225,1.4824766355140189,310100.0
973,13135050559,414,1.4659308505883621,317750.0
974,13135050560,703,1.6112999838109112,618200.0
975,13135050561,192,1.7702009345503988,340150.0
976,13135050562,492,1.881524068198077,316050.0
977,13135050563,293,1.3781223083548666,348300.0
978,13135050564,58,1.3027046501301198,267650.0
979,13135050565,288,1.4672287209870847,361250.0
980,13135050566,123,1.4773726402896303,379000.0
981,13135050567,362,1.5643468238897076,336950.0
982,13135050568,218,1.2838677418222233,358100.0
983,13135050569,466,1.3370051487518564,294950.0
984,13135050570,335,1.3049665988963113,343500.0
985,13135050571,651,1.26775956284153,362200.0
986,13135050572,438,1.5649733930203824,377350.0
987,13135050573,63,1.430957683741648,367800.0
988,13135050574,35,1.6084519189305737,355200.0
989,13135050575,373,1.4746543778801844,367000.0
990,13135050576,141,1.971153846153846,287100.0
991,13135050577,73,1.7752596789423984,316100.0
992,13135050578,308,1.5902018314319317,456550.0
993,13135050579,394,1.6201769838436766,417750.0
994,13135050580,337,1.0763610652839972,451200.0
995,13135050581,205,1.2817739318550567,347600.0
996,13135050582,269,1.5334207077326345,440500.0
997,13135050583,289,1.253936444317206,344300.0
998,13135050584,334,1.624365169280225,431250.0
999,13135050585,406,1.1623524652824198,335350.0
1000,13135050586,214,1.1009856127774782,430600.0
1001,13135050587,169,1.0563961485557083,374400.0
1002,13135050588,437,1.186022871664549,414900.0
1003,13135050589,457,1.1858726475895849,386500.0
1004,13135050590,242,1.1749821618536105,419650.0
1005,13135050591,296,1.3046516643719324,440800.0
1006,13135050611,711,1.5722337585286268,353600.0
1007,13135050612,589,1.3531130591144076,411600.0
1008,13135050613,258,1.3876899835408474,377500.0
1009,13135050614,275,1.42157985117344,372400.0
1010,13135050615,91,2.0248138957816377,533900.0
1011,13135050616,481,1.7449930135072196,531800.0
1012,13135050617,808,1.462818857102866,529650.0
1013,13135050618,242,1.6572247023716022,621500.0
1014,13135050619,832,1.4421108440477663,510700.0
1015,13135050620,231,1.4748446285883396,536700.0
1016,13135050621,232,1.6186786285670525,583650.0
1017,13135050622,594,1.6647624106141512,329200.0
1018,13135050623,509,1.3314376706096451,439100.0
1019,13135050624,114,1.1504711209035992,455000.0
1020,13135050625,586,1.1742829773571795,475550.0
1021,13135050626,914,1.2516179184371732,454500.0
1022,13135050627,721,1.292984869325997,386000.0
1023,13135050628,468,1.5092080418671818,399050.0
1024,13135050630,323,1.2481998199819984,430000.0
1025,13135050631,280,1.6988516747529703,448550.0
1026,13135050632,106,1.6560678350028857,399500.0
1027,13135050633,223,1.6162790697674418,350200.0
1028,13135050634,210,1.7724137833012952,654100.0
1029,13135050635,102,1.8658922562041276,556650.0
1030,13135050636,359,1.5005109862033723,405800.0
1031,13135050715,438,1.681767410186254,333000.0
1032,13135050719,264,1.4972300558184692,311100.0
1033,13135050722,301,1.3529786556228098,319100.0
1034,13135050725,75,1.436334405144695,292500.0
1035,13135050729,158,1.4123583150712136,313250.0
1036,13135050732,612,1.305297527050001,365300.0
1037,13135050733,248,1.3986936644967412,341500.0
1038,13135050734,389,1.4050919377652051,329300.0
1039,13135050735,528,1.0457217378470354,331800.0
1040,13135050736,486,1.246370571270616,343050.0
1041,13135050737,657,1.3675240161140378,358400.0
1042,13135050738,702,1.26212439779281,336950.0
1043,13135050739,759,1.410641627543036,366300.0
1044,13135050740,193,1.4893040888166802,347100.0
1045,13135050741,193,1.414717626925271,473300.0
1046,13135050742,719,1.5581027667984189,414100.0
1047,13135050743,467,1.2691087395442746,405100.0
1048,13135050744,825,1.3697442566103164,400400.0
1049,13135050745,551,1.3426036921601536,414600.0
1050,13135050746,350,1.4919907745745722,382750.0
1051,13135050747,435,1.163785775007084,376000.0
1052,13135050748,623,1.1834688346883468,440800.0
1053,13135050749,226,1.1482322813782904,300450.0
1054,13135050750,183,1.3089270008795073,445100.0
1055,13135050751,511,1.330631543397501,351900.0
1056,13135050752,477,1.2131480853947814,360400.0
1057,13135050753,160,1.2491344913014375,337300.0
1058,13135050754,291,1.409891984081865,343700.0
1059,13135050755,104,0.9833338370710671,359050.0
1060,13135050756,459,1.725486304088924,728800.0
1061,13135050757,345,1.5301021517061508,409800.0
1062,13135050758,203,1.42578125,332800.0
1063,13135050759,558,1.3791073070300053,446400.0
1064,13135050760,311,1.597139451728248,421000.0
1065,13135050761,308,1.6284053404677779,479150.0
1066,13135050762,497,1.3803983435219878,471400.0
1067,13135050763,361,1.48544266191325,354900.0
1068,13135050764,166,1.4158621169148444,390500.0
1069,13135050765,284,1.505579474239771,573150.0
1070,13151070109,336,1.2853290889005176,272400.0
1071,13151070113,489,0.877327935222672,235000.0
1072,13151070114,362,1.1993005949149966,342350.0
1073,13151070115,65,1.5238740264138164,295300.0
1074,13151070116,469,1.5859030837004406,288700.0
1075,13151070117,627,1.1982991882489369,261200.0
1076,13151070118,661,1.3409436834094368,336000.0
1077,13151070119,569,1.4602346805736637,236900.0
1078,13151070120,246,1.4040709904077509,268550.0
1079,13151070121,601,1.4162153012863914,289400.0
1080,13151070122,279,1.0189544481809845,273700.0
1081,13151070123,139,1.4115402956604672,246400.0
1082,13151070124,367,1.2881635344543356,359700.0
1083,13151070125,575,1.3957597173144876,262800.0
1084,13151070126,353,1.3795379537953796,266800.0
1085,13151070127,616,1.2182602147061785,281300.0
1086,13151070128,466,1.2495085722675943,293350.0
1087,13151070204,868,1.303525372024665,352300.0
1088,13151070206,596,1.2370773675466125,419900.0
1089,13151070207,509,1.2950142082149314,408000.0
1090,13151070208,1332,1.2094318377332436,426750.0
1091,13151070209,617,1.3682546850304809,362200.0
1092,13151070210,222,1.2428305978476046,404250.0
1093,13151070211,347,1.417833959685685,329400.0
1094,13151070212,599,1.045178435839028,226200.0
1095,13151070213,185,1.0453558504221954,429100.0
1096,13151070214,816,1.0744752438352205,395700.0
1097,13151070215,432,1.164743651378695,383200.0
1098,13151070216,1108,1.3030483583580175,442900.0
1099,13151070307,1128,1.1840457388561743,332100.0
1100,13151070310,862,1.1993499053421106,295700.0
1101,13151070312,931,1.0522672204915196,267400.0
1102,13151070313,1189,1.2818274111675128,446500.0
1103,13151070314,501,1.168154761904762,319000.0
1104,13151070315,470,1.532846809483523,566350.0
1105,13151070316,321,1.1325259515570931,290600.0
1106,13151070317,97,1.2662822252374493,294800.0
1107,13151070318,466,1.0485815585383378,304950.0
1108,13151070319,442,1.0471266795830867,320350.0
1109,13151070320,201,1.1610619469026549,309600.0
1110,13151070321,638,1.2296307342119641,366350.0
1111,13151070322,261,0.8865921787709498,203300.0
1112,13151070323,4,-0.1123962829709614,267150.0
1113,13151070324,702,0.8229136600780398,230200.0
1114,13151070325,211,1.2468904013142454,387000.0
1115,13151070405,548,1.1071234049175227,296750.0
1116,13151070406,564,1.2863652152890457,283550.0
1117,13151070407,994,1.230592815543525,345650.0
1118,13151070408,503,1.111888111888112,302800.0
1119,13151070409,1063,1.3073668491786958,307100.0
1120,13151070410,1234,1.2464366228970558,300000.0
1121,13151070411,1376,1.075852384214329,392250.0
1122,13151070412,993,1.1192538307794804,295000.0
1123,13151070503,687,1.4985862393967957,276300.0
1124,13151070504,460,1.472584881493924,267000.0
1125,13151070505,1006,1.3713263720191087,312250.0
1126,13151070506,642,1.1193493956992622,316300.0
1127,13151070507,679,1.1615449675782352,333600.0
1128,13151070508,1330,1.1010214636444244,381800.0
1129,13247060101,1071,1.5669064748201438,251300.0
1130,13247060103,836,1.5106025532642668,371750.0
1131,13247060104,811,1.2971698113207548,299900.0
1132,13247060201,633,1.5651946238436028,279800.0
1133,13247060203,1128,1.201222816684146,302850.0
1134,13247060204,673,1.2149976269577598,375300.0
1135,13247060305,738,1.3422340957018821,247800.0
1136,13247060306,447,1.0584152689415849,403600.0
1137,13247060310,443,1.3602243313201037,245800.0
1138,13247060311,551,1.1361256544502618,361500.0
1139,13247060312,359,1.2148428267549043,348100.0
1140,13247060313,336,1.4106107180852367,374250.0
1141,13247060314,85,1.3198979591836737,262900.0
1142,13247060315,414,1.1230131677298467,318700.0
1143,13247060316,226,1.7188616169520636,252050.0
1144,13247060317,532,1.0925894536800644,224850.0
1145,13247060318,193,1.395572666025024,210200.0
1146,13247060403,1116,1.2047177007016119,375550.0
1147,13247060406,478,1.0353803626939424,316900.0
1148,13247060407,669,1.4076521739130436,269900.0
1149,13247060408,869,1.3198950381679388,411300.0
1150,13247060409,946,1.195908014820214,340500.0
1151,13247060410,679,1.3592233009708738,236600.0
1152,13247060411,539,1.0877659574468086,315400.0
