,Census_tract,Value_count,change_median,zestimate_median
324,13089021227,187,2.9258282028730576,662200.0
325,13089021228,500,2.823900246818276,756450.0
326,13089021229,92,2.7170566694783793,655150.0
327,13089021230,90,2.0252474193371928,798250.0
328,13089021301,55,2.788863764838892,341100.0
329,13089021305,234,2.269070720414369,472450.0
330,13089021306,331,4.442112626792585,328400.0
331,13089021307,424,3.9473769943673327,377000.0
332,13089021308,126,2.9781593497035024,382200.0
333,13089021309,43,2.035714285714286,332500.0
334,13089021310,47,1.7097500562936276,427200.0
335,13089021405,309,1.874212820926853,690100.0
336,13089021409,62,3.238458957044137,482750.0
337,13089021410,258,3.8462115925856937,402150.0
338,13089021411,252,3.499642936161093,1089350.0
339,13089021412,338,2.407816568064436,657000.0
340,13089021415,109,2.7077090710977934,862400.0
341,13089021417,55,2.768769389865564,499400.0
342,13089021420,18,1.4199880580731432,616550.0
343,13089021421,126,2.8824841886020476,599600.0
344,13089021502,96,3.0496566859735017,543450.0
345,13089021503,8,4.009307685817323,455500.0
346,13089021505,164,3.0467932566629985,755850.0
347,13089021506,20,2.7396395117068737,1067100.0
348,13089021602,278,3.08020244038646,621050.0
349,13089021604,222,2.7714357460948467,603250.0
350,13089021606,152,2.4922248555753743,570200.0
351,13089021607,140,1.4471563811315078,381950.0
352,13089021608,98,2.8285712301729973,658150.0
353,13089021609,156,2.9687885316289493,639300.0
354,13089021703,492,3.578688780953199,596250.0
355,13089021707,161,3.3871111507264464,541500.0
356,13089021708,81,3.300558659217877,380300.0
357,13089021709,10,2.4843668026278065,631550.0
358,13089021710,218,2.651652837876017,682250.0
359,13089021711,154,3.380063054629499,488900.0
360,13089021712,49,4.075239683201334,467700.0
361,13089021808,159,3.3753148614609576,501200.0
362,13089021813,1,22.29647283126788,314700.0
363,13089021815,5,2.271934921557234,356800.0
364,13089021816,64,4.881214500008516,502850.0
365,13089021817,186,3.452165061911186,341500.0
366,13089021818,366,3.2135955811158055,388050.0
367,13089021819,486,3.164266317905563,447100.0
368,13089021820,25,3.010800088163985,551200.0
369,13089021821,113,2.812425895186151,505700.0
370,13089021822,301,2.4015444015444016,385700.0
371,13089021823,614,3.204380413921884,424250.0
372,13089021824,268,3.0825215414258986,263900.0
373,13089021906,505,3.0138067061143983,249700.0
374,13089021908,2,5.033848422631722,257050.0
375,13089021910,65,2.213541666666667,165100.0
376,13089021912,702,2.9002593169132957,549800.0
377,13089021914,400,3.0791497522761437,245650.0
378,13089021915,564,2.540307891344712,356150.0
379,13089021916,289,4.221178171304662,230700.0
380,13089022001,456,3.2311595308247494,342800.0
381,13089022005,7,4.625850340136054,271900.0
382,13089022007,61,3.331192660550459,271800.0
383,13089022010,10,4.212899131596526,293750.0
384,13089022011,48,2.354227837495554,316350.0
385,13089022012,25,3.897749703908409,260900.0
386,13089022014,19,5.348090982940699,240500.0
387,13089022015,65,6.43444165621079,294000.0
388,13089022016,281,4.479843953185956,289600.0
389,13089022203,60,1.8468444427501285,346150.0
390,13089022205,43,1.6826923076923077,205600.0
391,13089022206,127,4.040619989310529,377400.0
392,13089022302,233,3.964502164502164,436300.0
393,13089022303,256,4.288058819241057,413500.0
394,13089022304,132,4.009231862039279,467450.0
395,13089022401,179,3.1527212614445577,912200.0
396,13089022403,702,3.3509998158770227,984500.0
397,13089022404,19,2.859581814694034,448900.0
398,13089022405,69,3.54762416684584,610600.0
399,13089022501,158,2.8161659259583818,719000.0
400,13089022502,120,4.040026771189499,794650.0
401,13089022601,263,2.411446846052052,637200.0
402,13089022602,218,3.2746444840433178,773050.0
403,13089022700,362,3.675601584211666,761500.0
404,13089022800,432,3.604248118581827,727250.0
405,13089022900,279,3.0320812182741115,435400.0
406,13089023101,127,2.285753126699293,332500.0
407,13089023107,171,1.4808311384255195,249900.0
408,13089023108,240,4.035771498228146,228950.0
409,13089023111,5,2.428811282740094,283000.0
410,13089023112,251,2.966542750929368,250400.0
411,13089023113,100,2.521569428723171,485250.0
412,13089023209,249,3.646953405017921,257700.0
413,13089023211,49,3.038817663817664,284800.0
414,13089023212,254,2.7522158159322068,275850.0
415,13089023213,86,1.9695211775894967,317800.0
416,13089023214,244,1.792090723676278,285250.0
417,13089023215,74,5.633711239734765,269800.0
418,13089023216,195,4.783137413862992,243200.0
419,13089023217,366,4.5695991246947125,266500.0
420,13089023218,133,5.106554081222357,235900.0
421,13089023219,330,3.8093136467865794,270250.0
422,13089023220,20,2.772350664755005,276000.0
423,13089023221,429,4.621168923734854,243900.0
424,13089023222,177,3.695806680881308,235700.0
425,13089023311,148,1.334979282251562,329850.0
426,13089023313,513,1.7816901408450705,227500.0
427,13089023315,804,1.7564032623641017,309100.0
428,13089023317,380,3.1567136845437505,207250.0
429,13089023318,318,1.8421538907831472,330800.0
430,13089023319,11,1.566823371390195,184900.0
431,13089023320,112,1.9275998280655744,227900.0
432,13089023321,117,2.3529411764705883,96600.0
433,13089023322,235,3.181446907817969,297400.0
434,13089023323,525,2.207191171235315,332200.0
435,13089023324,323,1.7868386532575424,417000.0
436,13089023325,53,1.307712215320911,385100.0
437,13089023326,148,1.4688010514055554,263050.0
438,13089023328,245,0.8056872037914692,235600.0
439,13089023329,119,1.996039603960396,313800.0
440,13089023330,560,2.005018344563586,270850.0
441,13089023332,179,2.0867768595041323,257900.0
442,13089023410,220,3.720018638719488,218050.0
443,13089023411,349,8.08876811594203,235500.0
444,13089023413,20,6.860433103622176,274500.0
445,13089023422,558,2.0230063975333987,283800.0
446,13089023424,183,2.190201729106628,329800.0
447,13089023425,712,3.259891068995718,254100.0
448,13089023426,593,2.177791448784989,296800.0
449,13089023427,217,5.527089458210836,224900.0
450,13089023429,219,2.8088865096359745,164800.0
451,13089023430,206,0.04159359570690315,152900.0
452,13089023431,70,2.825529452571055,269750.0
453,13089023432,871,1.6627557160048136,317300.0
454,13089023433,518,1.2843293707258354,265950.0
455,13089023434,736,1.5120475920513323,273650.0
456,13089023435,99,2.344900105152471,336100.0
457,13089023436,418,1.6890205119237893,256300.0
458,13089023437,803,2.268913189020308,350600.0
459,13089023438,146,1.7140684076621084,268650.0
460,13089023439,153,2.437649880095923,196000.0
461,13089023440,542,2.0989851101389787,260800.0
462,13089023441,495,1.7796289284361986,269300.0
463,13089023442,215,1.9363189720332576,298100.0
464,13089023443,237,2.677510165780419,269400.0
465,13089023444,222,3.6187453080357592,238450.0
466,13089023445,217,2.733975903614458,269100.0
467,13089023446,345,2.5554166666666664,272400.0
468,13089023447,227,3.7433784579164215,281700.0
469,13089023448,298,5.149123616178762,252700.0
470,13089023501,31,3.707331208345408,283900.0
471,13089023504,279,5.020538566864445,266200.0
472,13089023505,151,3.0979410127991094,261200.0
473,13089023506,39,2.766289437585734,236200.0
474,13089023507,388,5.494615349691809,228300.0
475,13089023601,120,2.5666347184175495,333250.0
476,13089023602,13,2.813852813852814,267900.0
477,13089023603,96,4.326679028017287,256100.0
478,13089023701,159,2.989468487740661,389300.0
479,13089023802,260,4.135567732454216,247150.0
480,13089023803,143,3.090623363017287,252400.0
481,13097080104,423,1.7091803278688529,299500.0
482,13097080105,693,1.5710256410256411,375300.0
483,13097080106,345,1.4706874736398143,245900.0
484,13097080107,1,7.298187808896212,485600.0
485,13097080201,1210,1.587419339644859,275050.0
486,13097080203,783,1.7391304347826086,257300.0
487,13097080204,179,2.299601015596663,251300.0
488,13097080303,348,2.1521167819055433,224600.0
489,13097080304,713,1.3140694874441003,269800.0
490,13097080305,156,1.5727755639385124,246950.0
491,13097080306,388,1.2873396768777607,261050.0
492,13097080307,531,1.0756381972896312,311100.0
493,13097080403,1296,1.6403000640326275,323550.0
494,13097080405,1709,1.4304812834224598,402000.0
495,13097080406,1390,1.5211763429632477,373600.0
496,13097080407,1227,1.1937377690802349,332600.0
497,13097080408,816,1.7460958760752145,265250.0
498,13097080505,269,1.4916810097532989,281200.0
499,13097080506,894,1.4698499426345122,285550.0
500,13097080507,688,1.474095457072111,350350.0
501,13097080508,201,1.3593054318788955,270700.0
502,13097080509,989,1.210060362173038,396000.0
503,13097080512,674,1.347659956264371,312650.0
504,13097080513,314,1.1596179067887409,344100.0
505,13097080514,827,1.3450323974082077,435500.0
506,13097080515,788,1.1834488458573802,313800.0
507,13097080602,1492,1.2065790948558037,326100.0
508,13097080605,885,1.3830703012912482,253200.0
509,13097080606,469,1.2517136329017515,323800.0
510,13097080607,174,0.9440442418756845,294550.0
511,13097080608,409,1.374485596707819,257600.0
512,13113140102,1136,1.7850553624608825,333300.0
513,13113140103,542,2.1822991997539303,414800.0
514,13113140104,776,1.9770245670765205,361600.0
515,13113140203,1651,1.6481609993060375,486400.0
516,13113140204,1457,2.300966405890474,444500.0
517,13113140206,604,2.68780568918018,790650.0
518,13113140207,531,2.505744768157571,495700.0
519,13113140209,325,2.05575785161584,449600.0
520,13113140210,1131,1.7843323216995448,534600.0
521,13113140303,798,2.9194961767291923,487050.0
522,13113140304,871,2.7137254901960786,438000.0
523,13113140305,1126,2.023087971004583,521550.0
524,13113140307,995,2.469237079573421,676100.0
525,13113140308,310,2.7359695686249714,573550.0
526,13113140309,784,2.6737327702605715,448050.0
527,13113140403,1063,1.5264290104486786,386900.0
528,13113140404,728,1.9055507008284105,364600.0
529,13113140405,942,2.1733950706101153,444500.0
530,13113140406,550,1.5570291375277139,327450.0
531,13113140408,845,1.796179944709726,336300.0
532,13113140409,102,1.9503377853977066,309500.0
533,13113140410,438,1.5630103039593823,347900.0
534,13113140501,1488,2.267947489280669,571250.0
535,13113140502,1161,1.7625698324022343,454800.0
536,13117130101,1170,1.5920637338284398,489000.0
537,13117130102,497,1.5258350730688934,461900.0
538,13117130103,1004,1.5015421847537334,404200.0
539,13117130104,1218,1.6853897091981414,468050.0
540,13117130105,83,2.358775334195774,336900.0
541,13117130201,1384,1.782440210473763,471750.0
542,13117130202,777,1.7533129459734964,589100.0
543,13117130203,1192,1.9511088304850301,436250.0
544,13117130204,709,1.5514103730664242,480100.0
545,13117130205,1105,1.36797694998971,442200.0
546,13117130301,1073,1.7260756676557865,517700.0
547,13117130302,1125,2.011397921555481,611500.0
548,13117130303,884,1.7877899808655715,431900.0
549,13117130304,1440,2.202543642210771,698950.0
550,13117130305,608,1.748538568936089,607450.0
551,13117130306,666,2.035113383168592,676200.0
552,13117130307,824,1.6957078053477368,606950.0
553,13117130406,288,1.7959706778494247,341850.0
554,13117130409,288,2.262773508821605,393550.0
555,13117130410,589,2.200942840306423,620900.0
556,13117130411,566,1.8272846783883991,449700.0
557,13117130412,812,2.2366041878077665,395800.0
558,13117130413,438,2.2862774986838525,380250.0
559,13117130414,868,1.8429427008869195,560300.0
560,13117130415,603,2.068226981673659,466800.0
561,13117130503,958,1.7069998336299759,608100.0
562,13117130504,548,2.534819030196534,449100.0
563,13117130505,1017,2.355576841209025,676700.0
564,13117130506,536,1.9894496124843994,449150.0
565,13117130507,331,2.1233393177737883,535600.0
566,13117130508,853,1.906154783668495,644100.0
567,13117130509,489,1.8045977011494247,526500.0
568,13117130511,132,1.7119627109575122,755950.0
569,13117130512,455,1.7005326494377588,634100.0
570,13117130601,602,1.792403906171348,514500.0
571,13117130602,290,2.1515242191298527,651300.0
572,13117130603,689,1.946560650887574,544900.0
573,13117130604,200,2.15282003621658,624150.0
574,13117130605,333,2.1203138622493465,650300.0
575,13117130606,4,3.217918304723778,846700.0
576,13117130607,340,1.7163548161653441,595050.0
577,13117130608,579,1.724748966331955,899700.0
578,13117130609,9,1.650974797907751,417400.0
579,13117130610,657,2.027123483226267,775500.0
580,13117130611,489,1.9456223497131453,774900.0
581,13117130613,305,1.4172797585361254,573100.0
582,13117130614,64,1.8588014140794908,519950.0
583,13117130615,479,2.1118644067796613,1078200.0
584,13121000100,300,2.6802807393358323,1058800.0
585,13121000201,311,2.4837205358656944,1018900.0
586,13121000202,501,2.5634816247582206,1083100.0
587,13121000400,91,2.8073852295409183,1561600.0
588,13121000501,1,7.548230912476722,268500.0
589,13121000502,252,2.760162151588512,1660550.0
590,13121000602,2,1.8646018417015142,571550.0
591,13121000700,30,2.886573782469578,204150.0
592,13121001203,2,4.755520312606581,287900.0
593,13121001204,21,1.5783955132894416,454700.0
594,13121001206,6,1.2462520569775235,594350.0
595,13121001301,135,2.204911539477159,691100.0
596,13121001302,75,2.5132261410788383,893100.0
597,13121001400,122,2.4992827249644716,936700.0
598,13121001501,61,2.1593837806414107,487400.0
599,13121001502,82,2.6555099416197083,1000050.0
600,13121001600,36,2.579600502921563,960950.0
601,13121001701,129,2.014104882459313,682900.0
602,13121001702,6,0.06813687606224245,534150.0
603,13121001801,20,1.8701443759587013,354650.0
604,13121001802,28,1.6744712644965194,666150.0
605,13121001901,2,3.784311255257313,339250.0
606,13121002100,35,1.7176870748299318,583300.0
607,13121002300,151,2.240663900414938,185000.0
608,13121002400,86,3.0207597079674113,230800.0
609,13121002801,2,2.8799644018721247,416800.0
610,13121002802,4,2.709439460725948,327650.0
611,13121002900,189,1.6426359256710257,665300.0
612,13121003100,88,1.7276234553046652,626450.0
613,13121003500,16,1.5770651806561058,360100.0
614,13121003600,16,1.8018894475419687,297900.0
